name,address,city,country,lat,lng,rating,review_count,website,phone,highly_rated
Playfair Jiu Jitsu,"19 Arthur St, Edinburgh EH6 5DA, UK",Edinburgh,United Kingdom,55.965086199999995,-3.1774025,5.0,91,http://www.playfairjiujitsu.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4025218911039775397,,True
Crazyguard Jiu-jitsu Academy,"C. del Mestre Bagant, 19, Bajo, Campanar, 46015 València, Valencia, Spain",Valencia,Spain,39.4825772,-0.39926609999999996,5.0,90,https://www.instagram.com/crazyguard_jiujitsu_academy?igsh=MTkwbXc1NHBpbmRuYg==,+34 627 81 04 02,True
Balance Jiu Jitsu Ltd.,"1308 Portage Ave, Winnipeg, MB R3G 0R3, Canada",Winnipeg,Canada,49.8823329,-97.1888201,5.0,90,http://www.balancebjjwinnipeg.com/,+1 204-770-2715,True
Urban Combat Academy,"Ginnheimer Landstraße 5, 60487 Frankfurt am Main-Innenstadt II, Germany",Frankfurt am Main,Germany,50.1285415,8.6417964,5.0,89,http://www.urban-combat.info/,,True
Elevate Gym Bremen,"Fabrikenufer 115, 28217 Bremen, Germany",Bremen,Germany,53.102613999999996,8.765775,5.0,89,https://elevategym.de/,+49 177 5521563,True
Argea Martial Arts,"Via Pietro Cossa, 115/Int 10, 10146 Torino TO, Italy",Turin,Italy,45.0828817,7.6232134,5.0,89,http://www.argeamma.it/,+39 328 911 3832,True
MNBJJ Glasgow Brazilian Jiu-jitsu,"Unit A, 24 Rosyth Rd, Glasgow G5 0YD, UK",Glasgow,United Kingdom,55.8367932,-4.2354894,5.0,89,http://www.mnbjjglasgow.co.uk/,+44 7862 064584,True
Dave's Gym,"850 Erin St, Winnipeg, MB R3G 2W5, Canada",Winnipeg,Canada,49.891115199999994,-97.18488479999999,5.0,89,https://davesgym.ca/,+1 204-918-4427,True
BJJ MADRID - LOTUS CLUB,"C. de Guzmán el Bueno, 95, Soportales, Chamberí, 28015 Madrid, Spain",Madrid,Spain,40.438345399999996,-3.7130864,5.0,88,http://bjjmadrid.com/,+34 634 46 72 96,True
Academia de lucha R.F.T 🥋,"Carrer del Campament, 50, Pobles de l'Oest, 46035 València, Valencia, Spain",Valencia,Spain,39.5017445,-0.4225888,5.0,88,https://www.academia-rft.com/,+34 653 86 05 57,True
School Of Champs Jiu-Jitsu,"5 Rue Chénier, 75002 Paris, France",Paris,France,48.869216699999996,2.3514220999999997,5.0,87,http://schoolofchamps.com/,+33 6 69 48 81 53,True
Sport-in Düsseldorf e.V.,"Schloßstraße 78, 40477 Düsseldorf-Stadtbezirk 1, Germany",Düsseldorf,Germany,51.242503299999996,6.7898144,5.0,86,http://www.sportin-duesseldorf.de/,+49 211 20964084,True
LEGACY ART OF FIGHTING | BJJ e BOXE MILANO,"Via Privata Iglesias, 37, 20128 Milano MI, Italy",Milan,Italy,45.5054259,9.2323697,5.0,85,https://www.legacyaof.com/,+39 351 836 3709,True
Valour JiuJitsu Manchester,"3rd Floor, Bridgewater Mill, Legh St, Eccles, Manchester M30 0UT, UK",Manchester,United Kingdom,53.481532699999995,-2.3596822,5.0,85,https://valourjiujitsumanchester.co.uk/,+44 7843 304308,True
Sportschule Schwager,"Ifflandstraße 16, 70563 Stuttgart, Germany",Stuttgart,Germany,48.7291326,9.105087900000001,5.0,84,https://www.sportschule-schwager.com/,+49 172 7002190,True
Officine jiu Jitsu,"Via Ticino, 4, 10147 Torino TO, Italy",Turin,Italy,45.0957394,7.6821737,5.0,84,http://bjjtorino.it/,+39 340 062 9070,True
Unity MMA,"Im Oberstein 11, 64331 Weiterstadt-Schneppenhausen, Germany",Frankfurt am Main,Germany,49.9325908,8.5831082,5.0,83,https://unity-mma.de/mitgliedschaft/,+49 176 61255258,True
Vanguard Brazilian Jiu Jitsu & MMA Palermo,"Via Generale Giuseppe Arimondi, 5, 90143 Palermo PA, Italy",Palermo,Italy,38.136271,13.350411999999999,5.0,83,https://www.facebook.com/bjjpalermo/,+39 333 384 3529,True
Foreveryone Brazilian Jiu-Jitsu,"Osterholzallee 140/144, 71636 Ludwigsburg, Germany",Stuttgart,Germany,48.898032699999995,9.1637495,5.0,82,https://foreveryonebjj.de/,+49 176 43852666,True
Boxing Lab Porta Venezia,"Via Gabrio Serbelloni, 4, 20122 Milano MI, Italy",Milan,Italy,45.4699981,9.201538099999999,5.0,82,https://www.boxinglab.it/first-timer/,+39 02 9716 4447,True
YOSHIN RYU Sede Centrale,"Lungo Dora Pietro Colletta, 51 e, 10153 Torino TO, Italy",Turin,Italy,45.0757884,7.7102059999999994,5.0,82,https://www.yoshinryu.com/fai-sport-con-noi/,+39 011 041 0610,True
Rnk Paris,"Jean Talbot Sports Center, 4 Pl. Jussieu, 75005 Paris, France",Paris,France,48.8464406,2.3551613,5.0,81,http://www.rnkparis.com/,+33 6 99 02 84 71,True
Ouroboros Brazilian Jiu-Jitsu,"100 Frid St, Hamilton, ON L8P 4M4, Canada",Hamilton,Canada,43.257755599999996,-79.8949116,5.0,81,http://www.objj.ca/,+1 289-895-8128,True
O-Nami Academy BJJ Grappling Napoli,"Strettola S. Anna alle Paludi, 35, 80142 Napoli NA, Italy",Naples,Italy,40.8493803,14.2762902,5.0,80,https://www.facebook.com/onamibjj,+39 346 223 6571,True
Gracie Barra Brazilian Jiu-Jitsu,"100 Bridgeland Ave, North York, ON M6A 1Y7, Canada",Toronto,Canada,43.726352,-79.4619522,5.0,79,https://gbnorthyorktoronto.com/,+1 647-493-6501,True
45° Brazilian Jiu Jitsu Academy Roma,"Via Cesare Lombroso, 8, 00168 Roma RM, Italy",Rome,Italy,41.9343457,12.419503899999999,5.0,78,https://45gradiacademyroma.it/,+39 329 459 2110,True
Brazilian Jiu Jitsu Malasaña | Lotus Club BJJ,"Plaza Conde de Toreno, 2, Planta Baja Local 5, Centro, 28015 Madrid, Spain",Madrid,Spain,40.4246731,-3.7096229,5.0,77,,+34 641 70 99 39,True
BJJ Madrid Academy,"C. de Agustín de Foxá, 25, Bajo C, Chamartín, 28036 Madrid, Spain",Madrid,Spain,40.4703855,-3.6858076000000004,5.0,77,http://www.bjjmadrid.com/,+34 634 46 72 96,True
Game Fight BJJ Leeds,"Stamford House, 25 Cross Stamford St, Leeds LS7 1BA, UK",Leeds,United Kingdom,53.805346199999995,-1.5315048,5.0,77,http://www.gamefightbjj.co.uk/,+44 7891 227970,True
Gracie Barra Sevilla,"C. Virgen de Begoña, 6, 41011 Sevilla, Spain",Sevilla,Spain,37.377379999999995,-5.99955,5.0,76,http://graciebarrasevilla.com/,+34 641 56 79 67,True
Alliance Jiu-Jitsu,"5842 Boul. Saint-Laurent, Montréal, QC H2T 1T3, Canada",Montréal,Canada,45.527481099999996,-73.60316449999999,5.0,76,http://www.brazilianjiujitsumontreal.com/,+1 514-889-8642,True
GRAPPLING-DYNAMIK | Brazilian Jiu Jitsu & No-Gi Grappling,"Wiesenstraße 72, 40549 Düsseldorf-Stadtbezirk 4, Germany",Düsseldorf,Germany,51.2266031,6.7074896,5.0,75,https://www.grappling-dynamik.com/,,True
Sportschule Sport Underdogs - Trainer Andreas Schumacher,"Oestricher Str. 2A, 44577 Castrop-Rauxel-Deininghausen, Germany",Dortmund,Germany,51.568336300000006,7.343919399999999,5.0,75,http://www.sport-underdogs.de/,+49 173 1004783,True
Cicero Costha Valencia,"C/ de Joan Verdeguer, 2, Poblats Marítims, 46024 València, Valencia, Spain",Valencia,Spain,39.4586462,-0.3401625,5.0,75,https://instagram.com/cicerocosthavalencia,+34 698 52 89 54,True
"MARTIAL ARTS SCHOOL ""Mu Yong Doyang""","C. Padre Méndez Casariego, 19, 41003 Sevilla, Spain",Sevilla,Spain,37.391131,-5.98048,5.0,75,http://www.elclubdelosvalientes.es/,+34 618 13 87 37,True
COUNTER COMBAT CLUB MMA ACADEMY,"598 Coventry Rd, Small Heath, Birmingham B10 0US, UK",Birmingham,United Kingdom,52.4682116,-1.8530713999999997,5.0,75,https://countercombat.club/,+44 7930 613190,True
Brave Martial Arts Institute Inc.,"2161 Thurston Dr, Ottawa, ON K1G 6C9, Canada",Ottawa,Canada,45.3796141,-75.62290689999999,5.0,75,https://www.bravemai.com/,+1 613-319-7951,True
AURUM BJJ VALENCIA,"Carrer Sant Antoni, 7, 46200 Paiporta, Valencia, Spain",Valencia,Spain,39.4286399,-0.422589,5.0,74,https://www.aurumbjjvalencia.es/,+34 608 98 19 76,True
Gullo Jiu-Jitsu Almar (Port Olímpic),"Moll de Mestral, Local 6 - 9, Sant Martí, 08005 Barcelona, Spain",Barcelona,Spain,41.3875245,2.1984106,5.0,73,https://gullojiujitsu.com/,+34 651 85 04 43,True
MAC ZARAGOZA ARTES MARCIALES,"Av. de Cataluña, 35, Blq 2, LOCAL A, 50014 Zaragoza, Spain",Zaragoza,Spain,41.660539199999995,-0.8690764999999999,5.0,73,http://artesmarcialesmac.com/,+34 611 71 81 81,True
YYC BRAZILIAN JIU JITSU,"3507 17 Ave SW #205, Calgary, AB T3E 2V7, Canada",Calgary,Canada,51.0375674,-114.13716799999999,5.0,73,http://www.yycbjj.ca/,+1 587-604-0368,True
MMA NÜRNBERG e.V,"Industriestraße 34, 90441 Nürnberg, Germany",Nuremberg,Germany,49.4319643,11.057214499999999,5.0,72,https://www.mma-nuernberg.com/,+49 176 82455333,True
Junction Academy Brazilian Jiu-Jitsu (BJJ) and Fitness,"417 Keele St, Toronto, ON M6P 2K9, Canada",Toronto,Canada,43.666785499999996,-79.4649869,5.0,72,http://junctionacademy.ca/,+1 647-680-8318,True
Redbasement Jiu-Jitsu / Bjj Hamburg,"Maimoorweg 60c, 22179 Hamburg, Germany",Hamburg,Germany,53.6072163,10.0791152,5.0,71,https://redbasementjiu-jitsu.de/,+49 176 41859843,True
Pro Jiu Jitsu,"91a Bracebridge St, Birmingham B6 4PJ, UK",Birmingham,United Kingdom,52.4946384,-1.8908713,5.0,71,http://projiujitsu.co.uk/,+44 7951 594355,True
Gracie Humaitá Brazilian Jiu-Jitsu Mississauga,"1020 Brevik Pl Unit 4-5, Mississauga, ON L4W 4N7, Canada",Mississauga,Canada,43.6355266,-79.6431052,5.0,70,https://www.mississaugajiujitsu.com/,+1 289-236-5400,True
Union Martial Arts,"10 Bramhurst Ave #14, Brampton, ON L6T 5H1, Canada",Brampton,Canada,43.7208043,-79.6866723,5.0,70,http://www.unionmartialarts.ca/,+1 647-972-6398,True
CFC - Ceylon Fight Club ASD Milano,"Via Mac Mahon, 45, 20155 Milano MI, Italy",Milan,Italy,45.490557100000004,9.1620007,5.0,69,http://www.cfcmma.it/,+39 393 793 5528,True
ASD LA DAMA KOMBAT - SPORT DA COMBATTIMENTO,"Via S. Bartolomeo degli Armeni, 1, 16122 Genova GE, Italy",Genoa,Italy,44.4099933,8.9413881,5.0,69,http://www.ladamakombat.it/,+39 347 882 3761,True
MICHAL ADAMCZAK BJJ ACADEMY,"C. del Bon Recés, 10, Benicalap, 46035 València, Valencia, Spain",Valencia,Spain,39.490217,-0.39272969999999996,5.0,69,,+34 629 90 53 97,True
Artesano Fight Sport Academy,"Steilshooper Str. 311, 22309 Hamburg, Germany",Hamburg,Germany,53.607320699999995,10.055754499999999,5.0,68,http://www.kampfsport-selbstverteidigung-hamburg.de/,+49 176 81083836,True
Hanse Gym Performance Center,"Helmut-Landt-Weg 6, 22113 Oststeinbek, Germany",Hamburg,Germany,53.5480398,10.1667921,5.0,68,https://www.hanse-gym.de/,+49 40 68282080,True
Cobrinha Brazilian Jiu-Jitsu Madrid,"Pl. de Puerto de la Cruz, 2, Fuencarral-El Pardo, 28029 Madrid, Spain",Madrid,Spain,40.4782626,-3.7159808,5.0,68,https://www.cobrinhabjjmadrid.com/,+34 642 61 70 44,True
Eternal Brazilian Jiu Jitsu,"2255 King George Blvd #107, Surrey, BC V4A 5A4, Canada",Surrey,Canada,49.042765599999996,-122.79112079999997,5.0,68,https://eternalbjj.ca/,+1 647-224-0000,True
First Jiu-jitsu Academy,"32 Av. Frédéric Mistral, 13013 Marseille, France",Marseille,France,43.323769899999995,5.452641,5.0,67,https://first-bjj.com/,+33 6 61 67 91 09,True
Tribe Jiu Jitsu Roma Nord,"V. dei Due Ponti, 115, 00189 Roma RM, Italy",Rome,Italy,41.9639957,12.4730337,5.0,67,https://instagram.com/tribe_roma_nord?igshid=OGQ5ZDc2ODk2ZA==,+39 347 852 5541,True
Lasso BJJ Madrid,"C. de Londres, 22, Salamanca, 28028 Madrid, Spain",Madrid,Spain,40.4313164,-3.6689395000000005,5.0,66,https://lassobjjmadrid.com/,+34 647 54 73 58,True
Ground Game Grappling,"16055 Fraser Hwy #102, Surrey, BC V4N 0G3, Canada",Surrey,Canada,49.1572566,-122.7771558,5.0,66,https://groundgamegrappling.ca/,+1 236-858-5614,True
STANCE SPORTLAB,"Via Bernardo Quaranta, 52, 20139 Milano MI, Italy",Milan,Italy,45.4366948,9.208651399999999,5.0,65,,,True
Mike Krause Martial Arts Academy,"54 Washington St, Glasgow G3 8AZ, UK",Glasgow,United Kingdom,55.8578892,-4.2689781,5.0,65,http://www.mikekrausemartialarts.co.uk/,+44 7960 299170,True
Advanced Basics MMA Gym Manchester,"54 Graver Ln, Newton Heath, Manchester M40 1QW, UK",Manchester,United Kingdom,53.495398599999994,-2.1670760000000002,5.0,65,http://www.advancedbasics.co.uk/,+44 7856 969170,True
Upa Gym | Kampfsportschule,"Fraunhoferstraße 27A, 80469 München, Germany",Munich,Germany,48.129399899999996,11.5743682,5.0,64,http://www.upa-gym.de/,+49 162 3388419,True
Definitive Jiu-Jitsu,"1861 Welch St Room #103, North Vancouver, BC V7P 1B7, Canada",Vancouver,Canada,49.317193599999996,-123.1195618,5.0,64,https://definitivebjj.ca/,+1 236-551-1171,True
Philco Studio,"Voßstraße 13, 30161 Hannover-Vahrenwald-List, Germany",Hannover,Germany,52.388312000000006,9.7395854,5.0,63,http://www.philco-studio.de/,+49 178 5449578,True
Thompson Jiu Jitsu Academy,"1518 Bayview Ave B, Toronto, ON M4G 3B4, Canada",Toronto,Canada,43.703738799999996,-79.37482399999999,5.0,63,https://www.thompsonjiujitsu.com/?utm_source=gbp,+1 647-462-1950,True
Atelier Afrobraz -Capoeira/Brazilian Jiujitsu,"Behind the bulding/ In front of the car shop at 464 Beaumont, 450 Av. Beaumont, Montréal, QC H3N 1V4, Canada",Montréal,Canada,45.5275205,-73.6180746,5.0,63,https://www.atelierafrobraz.com/,+1 514-516-6523,True
NAPOLI STRIKING CLUB,"Traversa Abbeveratoio, 9, 80147 Napoli NA, Italy",Naples,Italy,40.8508662,14.319906399999999,5.0,62,https://linktr.ee/NapoliStrikingClub?fbclid=PAZXh0bgNhZW0CMTEAAaa22eES1TXshOf7NTu_Rc9-ulG2ud7oQwnm_mGDW7x3nokLiyZuHUEvzAo_aem_ycmAmOWzTbU-fCRpi6YkjA,+39 351 967 0641,True
AVT MMA Leeds,"Crank Mills, New Bank St, Morley, Leeds LS27 8NT, UK",Leeds,United Kingdom,53.749688000000006,-1.594226,5.0,62,http://avtmma.com/,,True
HONOS JJB,"65 Rue du Bourbonnais, 69009 Lyon, France",Lyon,France,45.7732458,4.797518999999999,5.0,61,https://www.honosjjb.com/,+33 6 08 87 14 74,True
Gracie Barra Torino Centro,"Via XX Settembre, 68, 10122 Torino TO, Italy",Turin,Italy,45.0711653,7.683352,5.0,61,https://www.gbcentrotorino.com/,+39 349 555 2311,True
Humbling Jiu-Jitsu Club,"Gran Via de Carles III, 17-19, Les Corts, 08028 Barcelona, Spain",Barcelona,Spain,41.3804777,2.1284633,5.0,61,https://humblingjjc.com/,+34 689 47 02 49,True
NewLife Gym Glasgow - MMA,"37 Lochburn Rd, Glasgow G20 9AE, UK",Glasgow,United Kingdom,55.8917631,-4.2892982,5.0,61,http://www.newlifeglasgow.com/,,True
Brave MMA South,"5809 Gateway Blvd NW, Edmonton, AB T6H 2H3, Canada",Edmonton,Canada,53.4951815,-113.49167209999999,5.0,61,https://www.bravemmaandfitness.com/,+1 780-660-1089,True
Fusión Bjj_zaragoza,"C. de Sta. Orosia, 19, 50010 Zaragoza, Spain",Zaragoza,Spain,41.6557247,-0.9036310000000001,5.0,60,https://www.fusionbjj.es/,+34 611 03 92 42,True
Hive Jiu Jitsu,"Hive BJJ, Windsor House, Battersea Rd, Heaton Mersey, Stockport, Manchester SK4 3EA, UK",Manchester,United Kingdom,53.4086338,-2.2017037,5.0,60,http://hivejiujitsu.co.uk/,+44 7476 927426,True
Sayyato MMA Performance Gym,"Gürtelstraße 25, 10247 Berlin, Germany",Berlin,Germany,52.5079578,13.4728669,5.0,59,https://www.sayyato.de/,,True
Etf - Europe Top Fight Lyon,"159 Rue Alexis Perroncel, 69100 Villeurbanne, France",Lyon,France,45.776115499999996,4.8858812,5.0,58,https://etflyon.com/,+33 6 14 81 97 49,True
Chimp Gym Brazilian Jiu Jitsu,"Klosterstraße 120, 40211 Düsseldorf-Stadtbezirk 1, Germany",Düsseldorf,Germany,51.224087499999996,6.7925838,5.0,57,http://www.chimpgym.de/,,True
Core Grappling Lab - Brazilian Jiu Jitsu & MMA Roma Sud (BJJ) (MMA),"Via Appia Nuova, 1240, 00178 Roma RM, Italy",Rome,Italy,41.8227732,12.562329499999999,5.0,57,http://coregrapplinglab.it/,+39 351 991 1162,True
Tactical Fight Team MMA/BOXE/NOGI,"38 Av. de Lombez, 31300 Toulouse, France",Toulouse,France,43.596087999999995,1.4206432999999998,5.0,56,https://tactical-fight-team.com/,+33 6 44 24 45 84,True
Rumble Gym,"Lindenstraße 16, 28755 Bremen, Germany",Bremen,Germany,53.175638,8.6090102,5.0,56,http://rumble-gym.de/,,True
Straight Blast Gym Toronto/Brazilian JiuJitsu & MMA,"70 Kimbourne Ave, East York, ON M4J 4J4, Canada",Toronto,Canada,43.690079499999996,-79.3341291,5.0,56,http://www.sbgtoronto.com/,+1 647-461-2225,True
Nimbus Grappling Athletics Club,"4259 Fraser St, Vancouver, BC V5V 4G1, Canada",Vancouver,Canada,49.247017799999995,-123.09037939999999,5.0,56,http://www.nimbusgrappling.com/,+1 236-863-3315,True
Action & Reaction MMA Vaughan,"171 Marycroft Ave #4, Woodbridge, ON L4L 5Y3, Canada",Brampton,Canada,43.7835183,-79.564568,5.0,56,https://actionreactionmma.com/,+1 416-494-8787,True
Ninjutsu Europa Federation,"Kornstraße 157, 28201 Bremen-Neustadt, Germany",Bremen,Germany,53.0611871,8.805274599999999,5.0,55,https://www.ninjutsu-europa.de/,+49 1512 9810874,True
STARK Jiu Jitsu Leipzig,"Adenauerallee 3, 04347 Leipzig, Germany",Leipzig,Germany,51.353507,12.3978754,5.0,55,https://leipzig-bjj.de/,,True
Sportschule Badura...weil Schule wichtig ist.,"Hans-Driesch-Straße 34, 04179 Leipzig-Alt-West, Germany",Leipzig,Germany,51.3493563,12.314967,5.0,55,http://www.sportschule-badura.de/,+49 177 8081845,True
Fight Atelier,"Hertha-Sponer-Straße 8, 28816 Stuhr, Germany",Bremen,Germany,52.994624599999995,8.776061499999999,5.0,54,https://www.fight-atelier.de/,+49 1516 8425978,True
Curaik Martial Arts,"Sheffield S6 2AN, UK",Sheffield,United Kingdom,53.408399499999994,-1.4959194000000002,5.0,54,https://www.curaikmartialarts.com/,+44 7449 349924,True
Gracie Jiu-Jitsu Ottawa,"1796 Woodward Dr, Ottawa, ON K2C 0P7, Canada",Ottawa,Canada,45.3696931,-75.75145479999999,5.0,54,https://www.graciejjottawa.com/,+1 613-868-9175,True
POUND FOR POUND - MUNICH,"Kapuzinerstraße 35, 80469 München, Germany",Munich,Germany,48.1242692,11.564738199999999,5.0,53,https://bjjmuenchen.com/,+49 176 63034804,True
Puls | Schlag - Essen Kettwig,"Mintarder Weg 53, 45219 Essen, Germany",Essen,Germany,51.362437400000005,6.9292745,5.0,53,https://www.pulsschlag-akademie.de/,+49 176 77548989,True
Original Fighting Nürnberg,"Lenkersheimer Str. 10A, 90431 Nürnberg, Germany",Nuremberg,Germany,49.448468399999996,11.0147696,5.0,53,http://www.originalfighting.de/,+49 1525 9286798,True
Rolling Brazilian Jiu Jitsu BJJ Centocelle,"Via Valmontone, 16, 00172 Roma RM, Italy",Rome,Italy,41.8764988,12.5606647,5.0,53,https://www.rollingjj.it/accademie/rolling-jj-roma-centocelle/,+39 338 270 0042,True
Top Team Combat,"Via Luigi Salvatore Cherubini, 38/c, 10154 Torino TO, Italy",Turin,Italy,45.0926549,7.6988234,5.0,53,,+39 334 146 3727,True
Black Gold Jiu-Jitsu Academy,"20 Westwind Dr #123, Spruce Grove, AB T7X 0V6, Canada",Edmonton,Canada,53.566761299999996,-113.8839716,5.0,53,http://www.blackgoldbjj.com/,+1 587-461-1640,True
Kampf-Kunst-Center,"Sutelstraße 73, 30659 Hannover-Bothfeld-Vahrenheide, Germany",Hannover,Germany,52.407241299999995,9.799519,5.0,51,https://kkc-hannover.de/,+49 511 4506616,True
Ground Pressure Team - BJJ e MMA Vomero - Stadio Collana,"Via Giuseppe Ribera, 2, 80128 Napoli NA, Italy",Naples,Italy,40.84533210000001,14.2243781,5.0,51,https://www.facebook.com/groundpressureteam,+39 351 995 3609,True
Flow Rolling,"C. Aneto, 4, 50410 Cuarte de Huerva, Zaragoza, Spain",Zaragoza,Spain,41.5957448,-0.9199250999999999,5.0,51,http://flowrolling.es/,+34 627 72 61 71,True
Core Jiu-Jitsu | Mississauga BJJ & Self Defense,"966 Dundas St E Unit 13, Mississauga, ON L4Y 4H5, Canada",Mississauga,Canada,43.599813399999995,-79.59313279999999,5.0,51,http://www.bjjmississauga.com/,+1 437-438-3938,True
Apis Martial Arts in München Giesing : Brazilian Jiu Jitsu (BJJ)｜NoGi in Munich,"Schlierseestraße 33, 81539 München-Obergiesing-Fasangarten, Germany",Munich,Germany,48.1146399,11.5929313,5.0,50,https://www.apis-martial-arts.com/,+49 176 70548984,True
BKM Fight Gym Der Boxclub in Essen,"Schederhofstraße 4, 45145 Essen, Germany",Essen,Germany,51.4491443,7.0004406,5.0,50,http://www.myboxing.club/,+49 179 2732838,True
Ataque Duplo BJJ Hannover,"Steinbrink 37, 30880 Laatzen, Germany",Hannover,Germany,52.316100899999995,9.7784423,5.0,50,https://www.ataqueduplo.de/,+49 177 7119228,True
Defenceclub Hannover,"im Personal-Fitness-Studio 1to1.group, Röselerstraße 3, 30159 Hannover, Germany",Hannover,Germany,52.3711093,9.7382035,5.0,50,https://www.defenceclub-hannover.de/,+49 177 7892813,True
EdinburghJudo,"St Margaret's House, St. Margaret's House, 151 London Rd, Edinburgh EH7 6AE, UK",Edinburgh,United Kingdom,55.955718499999996,-3.152376,5.0,50,http://www.edinburghjudo.com/,+44 7710 795216,True
Limitless BJJ Edmonton,"215 Carnegie Dr #2, St. Albert, AB T8N 5A7, Canada",Edmonton,Canada,53.637291,-113.57614099999999,5.0,50,https://www.limitlessbjjedmonton.com/,+1 587-338-7447,True
TR1BE Mixed Martial Arts Academy,"10554 110 St NW, Edmonton, AB T5H 3C5, Canada",Edmonton,Canada,53.549233099999995,-113.51073319999999,5.0,50,https://tr1be.ca/,+1 780-716-5420,True
Morrocoyo BJJ | GFTeam Berlin 61,"Gneisenaustraße 95, 10961 Berlin, Germany",Berlin,Germany,52.492137199999995,13.393376799999999,5.0,49,http://www.morrocoyobjj.de/,+49 178 3363385,True
Csd Lutte / Icon Bjj,"5 Rue Antoine Lumière, 69150 Décines-Charpieu, France",Lyon,France,45.7627846,4.9658501,5.0,48,https://www.csdlutte-iconbjj.com/,+33 6 16 47 57 06,True
LUMA'S GYM Brazilian Jiu Jitsu & No-Gi Grappling,"Kölner Str. 496, 47807 Krefeld, Germany",Duisburg,Germany,51.306585299999995,6.586352199999999,5.0,48,https://lumasgym.de/,+49 176 73590076,True
Tribe jiu jitsu Roma Centro,"Via Francesco Redi, 1a, 00161 Roma RM, Italy",Rome,Italy,41.9132987,12.5085176,5.0,48,http://www.tribejiujitsu.com/,+39 347 905 0850,True
PlayJitsu Academy - Escuela de Jiu Jitsu brasileño y grappling Madrid,"Pl. del Mar Egeo, 14, Loc 1, 28821 Coslada, Madrid, Spain",Madrid,Spain,40.4171507,-3.5739641,5.0,48,https://playjitsu-academy.com/,+34 688 60 84 67,True
Delariva Jiu-Jitsu Valencia,"C/ de la Puebla de Farnals, 16, bajo, Camins al Grau, 46021 Valencia, Spain",Valencia,Spain,39.4696895,-0.35246299999999997,5.0,48,https://www.instagram.com/delarivajj_valencia/,+34 666 01 45 05,True
AGATSU - JIUJITSU & KICKBOXING CLASSES,"202 All. Ronald, Montréal-Ouest, QC H4X 1M8, Canada",Montréal,Canada,45.4485983,-73.6421982,5.0,48,https://jiujitsumontreal.com/,+1 514-965-3574,True
Mindchazer JJB Grappling Paris,"12 Rue de Montmorency, 75003 Paris, France",Paris,France,48.862834899999996,2.3563785,5.0,47,https://www.mindchazer.com/,+33 6 29 76 79 02,True
Infinity Jiu-Jitsu Köln,"Maarweg 141, 50825 Köln, Germany",Köln,Germany,50.943221799999996,6.8981904,5.0,47,https://infinitynogikoeln.onhercules.app/,+49 163 1583752,True
EXPRESSION JIU-JITSU,"Hartmannsweilerstraße 62, 65933 Frankfurt am Main West, Germany",Frankfurt am Main,Germany,50.0918487,8.6055649,5.0,47,http://www.expression-sports.de/,+49 178 8581203,True
RED LION - SPORTAKADEMIE am KAISERBERG,"Grabenstraße 21, 47057 Duisburg, Germany",Duisburg,Germany,51.4316238,6.7928719,5.0,47,https://redlionacademy.de/,+49 162 5170864,True
Hipe,"Pleasance, Edinburgh EH8 1JF, UK",Edinburgh,United Kingdom,55.9480982,-3.1810131,5.0,47,http://www.hipe.scot/,,True
Gracie Barra Extramurs,"Gran Via de Ferran el Catòlic, 49, Extramurs, 46008 València, Valencia, Spain",Valencia,Spain,39.4738902,-0.38788449999999997,5.0,46,,+34 604 15 91 59,True
Nova Academy Cologne,"Moselstraße 60, 50674 Köln, Germany",Köln,Germany,50.9277847,6.9379918,5.0,45,http://bjjcologne.com/,,True
Dojo Yoshinkai - Jiu-Jitsu y Judo en Málaga,"C. Realenga de San Luis, 2, Carretera de Cádiz, 29004 Málaga, Spain",Málaga,Spain,36.6970465,-4.447250599999999,5.0,45,http://dojoyoshinkai.es/,+34 687 63 62 59,True
Gracie Jiu-Jitsu Leeds,"Kippax, Leisure Centre, Station Rd, Kippax, Leeds LS25 7LQ, UK",Leeds,United Kingdom,53.763649199999996,-1.3795252,5.0,45,https://gracie-jiu-jitsu-leeds.mymawebsite.com/,+44 113 873 0690,True
CVA Jiu-Jitsu,"29 Peffer Pl, Edinburgh EH16 4BB, UK",Edinburgh,United Kingdom,55.935707099999995,-3.1389424999999997,5.0,45,https://www.cvajiujitsu.com/,+44 7908 482165,True
Gordo Jiu-Jitsu Leeds,"1st Floor, Unit B5, Westfield House, Broad Ln, Bramley, Leeds LS13 3HA, UK",Leeds,United Kingdom,53.8105178,-1.6470614,5.0,44,https://gordobjjleeds.co.uk/,,True
Gasoline Jiu Jitsu Lyon Sud,"25 Rue Paul Bovier Lapierre, 69530 Brignais, France",Lyon,France,45.671217299999995,4.761842800000001,5.0,43,https://ejjfrance.fr/,+33 7 62 18 75 51,True
Common Ground BJJ,"Freystraße 2, 80802 München, Germany",Munich,Germany,48.1642708,11.5883101,5.0,43,https://commongroundbjj.de/,+49 15561 280681,True
Budo Clan Head Quarter,"Via Francesco Paolo Bonifacio, 167, 00137 Roma RM, Italy",Rome,Italy,41.9514998,12.5803966,5.0,43,https://www.instagram.com/budoclanhq/,+39 392 878 9196,True
IMA Kids,"Limewood Centre, IMA, Limewood Approach, Seacroft, Leeds LS14 1NH, UK",Leeds,United Kingdom,53.8309351,-1.4664458999999999,5.0,43,https://www.immortalkids.com/,,True
